	ART_C_PROD_NUMBER	ART_V_ART_DESCRIPTION
375	477262	477262.2 Trixie Zeckenzange aus Kunststoff - Für Ihre Bonuspunkte!
377	155155	155155.3 Cosma Original in Jelly 6 x 170 g - Hühnchen
378	564632	564632.3 Animonda vom Feinsten Adult NoGrain in Sauce Megapack 36 x 100 g - Mixedpack 3 Sorten
379	609177	609177.1 Biokat's DIAMOND CARE MultiCat Fresh - Sparpaket: 3 x 8 l
380	388424	388424.1 Gemischtes Probierpaket Tigeria Sticklettis 3 x 50 g - Sticklettis
381	566939	566939.6 Kitekat Frischebeutel 96 x 100 g - Bunte Vierfalt in Soße
382	450541	450541.2 Katzenspielzeug Funny Butterfly - Sparset: Funny Butterfly + 4 Ersatzschmetterlinge
383	619562	619562.2 Gourmet Soup 4 x 40 g - Huhn & Gemüse
384	130560	130560.0 Katzenangel Bird - 1 Stück
385	183465	183465.0 KONG Kickeroo Kitten - 1 Stück
386	393801	393801.1 Catessy Mini-Sticks - 3 x gemischtes Paket (á 48 g)
387	561759	561759.3 Mixpaket Gourmet Gold Vielfalt 48 x 85 g - Mixpaket
389	88554	88554.6 CANIBIT Straußenfleisch Kausnack - 9 x 150 g
390	221034	221034.14 Sparpaket Terra Canis Getreidefrei 12 x 800 g - Kalb mit Petersilienwurzel, Mango & Johannisbeere
391	305152	305152.1 Terra Canis 1 x 400 g - Pute mit Brokkoli, Birne und Kartoffeln
392	391573	391573.12 Rinti Feinest Schälchen 11 x 150 g - Geflügel pur & Reis
393	179081	179081.0 Animonda Vom Feinsten Adult getreidefrei 6 x 150 g - Geflügel & Kalb
394	179166	179166.0 Animonda Vom Feinsten Adult 6 x 150 g - Geflügel & Nudeln
395	610076	610076.0 DeliBest Vital Natura Snack Wildlachsöl - 200 g
396	569579	569579.3 1 x 190 g Schmusy Nature - Huhn, Lachs, Pasta & Bierhefe - Für Ihre Bonuspunkte!
397	296191	296191.0 Vetbed®  Isobed SL Hundedecke Paw, schwarz/grau - L 75 x B 50 cm
398	497462	497462.0 zoolove Mikrofasertuch Turbo-Dry - L 100 x B 70 cm - dunkelgrün
399	137079	137079.6 Hunter Fressnapf aus Edelstahl - Sparset: 2 x 550 ml, Ø 13 cm
400	157079	157079.0 Mix Sparpaket Animonda Carny Adult 12 x 200 g - Mix  Geflügel & Rind (4 Sorten)
404	199688	199688.0 Rocco Rinderohren natur - 10 Stück
405	220760	220760.26 Sparpaket Rinti Kennerfleisch 24 x 800 g - Mix  Rind, Geflügelherzen
409	560476	560476.6 Vitakraft Poesie 30 x 85 g - Mixpaket Lachs & Scholle
411	560476	560476.1 Vitakraft Poesie 30 x 85 g - Pute in Käsesauce
412	402785	402785.13 4 + 2 gratis! Cosma Original, Thai & Glory in Jelly 6 x 85g - Glory: Gemischtes Paket
414	6212	6212.5 Cat's Best Universal - 2 x 20 L
415	7528	7528.0 Animonda vom Feinsten Kitten 6 x 100 g - mit Rind
417	398317	398317.4 Cosma Nature 6 x 280 g -  Thunfisch & Shrimps
418	320715	320715.2 Terra Canis Getreidefrei 1 x 400 g - Huhn mit Pastinaken, Löwenzahn und Brombeeren
419	13822	13822.1 Kleinmetall Allsafe Hunde Sicherheitsgurt - Größe M: für mittelgroße Hunde
420	567893	567893.1 Bosch Senior - 12,5 kg
421	567916	567916.1 Bosch Active - 15 kg
422	59413	59413.5 Biokat's Micro Classic Katzenstreu - Sparpaket: 2 x 14 l
424	228733	228733.6 Purina ONE Urinary Care - 800 g
425	408715	408715.4 Federwedel Katzenspielzeug - Für Ihre Bonuspunkte!
426	47442	47442.29 Royal Canin Sterilised 37 - 4 kg
427	569569	569569.3 1 x 190 g Bozita Feline - Indoor & Sterilised - Für Ihre Bonuspunkte!
428	526639	526639.21 Sparpaket Animonda Carny Adult 24 x 400 g - Kitten: Rind, Kalb & Huhn
429	606962	606962.2 70 + 26 gratis! 96 x 85 g Sheba Varietäten Frischebeutel - Mixpaket
432	526639	526639.22 Sparpaket Animonda Carny Adult 24 x 400 g - Kitten: Geflügelcocktail
433	569673	569673.0 Kratztonne Natural Paradise Premium - H 113 x Ø 55 cm
434	508304	508304.0 10 + 5 gratis! CANIBIT Rind Knabberohren - 15 Stück
435	491808	491808.0 10 + 2 gratis! 12 x 400 g catz finefood - Mischpaket I
436	555210	555210.0 Gemischtes Snackpaket GranataPet Feinis - Gemischtes Snackpaket
439	628267	628267.14 20 + 4 gratis! 24 x 400 g Animonda Carny - Adult: Rind pur
445	219059	219059.0 Probiermix Grau 6 x 200 g - getreidefrei
446	476490	476490.0 90 g Dokas Hundesnack Hühnerbrust Kaurolle - Für Ihre Bonuspunkte!
447	610805	610805.0 Prämie des Monats: Vitakraft Treaties Bits Leberwurst - Für Ihre Bonuspunkte
448	387515	387515.2 Belcando Senior Sensitive - 15 kg
449	199684	199684.1 Rocco Ochsenziemer 12 cm - 25 Stück
450	125678	125678.4 Schesir Fruit 6 x 75 g - Thunfisch mit Mango
451	593761	593761.0 20 + 10 L gratis! 30 L Biokat´s Classic Fresh 3in1 Babypuderduft - NICHT FREISCHALTEN**30L (alte LA)
452	574864	574864.1 RINTI Chicko Plus Fischstäbchen - 3 x 80 g
453	297493	297493.0 8in1 Fillets Pro Dental 80 g - Größe S
454	407572	407572.26 RINTI Gold 12 x 185 g - Gans
455	35611	35611.25 Rinti Extra Chicko - Schinken (2 x 170 g)
456	291405	291405.0 Fussel-Handschuh - 25 x 15 cm
458	595962	595962.0 Acana Prairie Poultry - 2 kg
459	622282	622282.5 zooplus Bio Probierpaket 6 x 400 g zum Sonderpreis - Huhn mit Karotte
460	119739	119739.19 Acana Regionals Wild Prairie - 2 kg
462	439801	439801.8 Sparpaket MAC´s Cat 12 x 400 g - Mix Geflügel (2 Sorten)
464	353163	353163.0 Cosma snackies XXL Stückchen - gefriergetrocknete Katzensnacks - Hühnchen 30 g
465	564568	564568.3 Animonda vom Feinsten Adult mit Schlemmerkern Megapack 36 x 100 g - Mix 3 Sorten
467	219231	"219231.1 Felix ""So gut.. Doppelt lecker"" Pouches 12 x 100 g - Lachs/ Seelachs, Forelle/ Hering, Sardine/ Lachs, Makrele/ Forelle"
468	101653	101653.0 Kleinmetall Rollmat Stoßstangenschutz - L 64 x B 80 cm
469	13770	13770.3 Trixie Welpen-Unterlagen - Nappy-Stubenrein - 42 Unterlagen (60 x 40 cm)
470	555915	555915.0 Mixpaket: Bosch Fruitees (semi-moist) - 2 x 200 g
471	579219	579219.2 Fleischeslust Meat & trEAT Single Shot Trainingswurst - Geflügel 6 x 80 g
472	469744	469744.0 Transporthütte First Class Basic - Größe S: B 38 x T 53,5 x H 46 cm
473	440050	440050.1 Kuschelbett Cozy Cord - L 63 x B 53 x H 15 cm
474	4956	4956.5 Hill's Science Plan Adult 1-6 Optimal Care Huhn - 400 g
475	207547	207547.0 Extreme Classic Katzenstreu mit Babypuderduft - 15 kg
477	138040	138040.1 Tigerino Crystals Lavendel Katzenstreu - 3 x 5 l
479	616919	616919.1 8 + 2 gratis! My Star 10 x 85 g / 90 g Gemischtes Paket - Mousse (6 Sorten) 10 x 90 g
481	569559	569559.3 400 g Royal Canin Sensible 33 - Für Ihre Bonuspunkte!
482	562380	562380.7 MAC´s Cat 6 x 800 g - Kalb & Pute
483	613365	613365.0 Hill's Science Plan Adult 1-6 No Grain Huhn - 2 kg
484	9889	9889.1 Hill's Nature's Best Feline Adult Thunfisch - 2 kg
485	4912	4912.13 Royal Canin Persian Adult - 4 kg
486	174630	174630.4 9 + 3 gratis! 12 x 800 g Lukullus Naturkost + Menu Gustico - Kaninchen & Wild 
487	577315	577315.18 Sparpaket Lukullus Naturkost 12 x  800 g - Wildkaninchen & Truthahn
488	174630	174630.3 9 + 3 gratis! 12 x 800 g Lukullus Naturkost + Menu Gustico - Putenherzen & Gans
489	10340	10340.3 Animonda GranCarno Original Junior 6 x 400 g - Rind & Putenherzen
490	10358	10358.3 Bozita Nassfutter 6 x 410 g - Garnelen
491	10358	10358.0 Bozita Nassfutter 6 x 410 g - Hühnchen
492	530262	530262.6 Sparpaket catz finefood Purrrr 12 x 200 - Mix 6 Sorten
493	442820	442820.4 Sparpaket Feringa Menü Duo-Sorten 12 x 200 g - gemischtes Paket I (6 Sorten)
494	10348	10348.10 Animonda Carny Adult 6 x 200 g - Rind & Huhn 
495	157077	157077.2 Mix Sparpaket Animonda Carny Adult 12 x 400 g - Mix Huhn (2 Sorten)
496	353681	353681.5 Sparpaket Almo Nature HFC 12 x 140 g - Thunfisch mit Jungsardellen (alt - NICHT AKTIVIEREN)
497	439801	439801.6 Sparpaket MAC´s Cat 12 x 400 g - Ente, Kaninchen, Rind
498	403668	403668.0 Mixpaket Miamor Pastete 24 x 85 g - 6 versch. Sorten
499	605039	605039.9 12,5 kg Happy Dog Supreme + 2 x 3x10 g Tasty Sticks gratis! - NICHT FREISCHALTEN***Sensible Africa + Toscana Sticks
500	562583	562583.4 Catsan Hygienestreu zum Sonderpreis! - 20 l
503	10692	10692.1 My Friend Hundefutter - 20 kg
504	567916	567916.2 Bosch Active - Sparpaket: 2 x 15 kg
505	373367	373367.2 GranataPet DeliCatessen Probierpaket 6 x 400 g - Probierpaket I
506	386944	386944.10 Hundepool - Dog Pool Keep Cool - Ø 160 x H 30 cm (ohne Abdeckung)
507	386988	386988.3 2-fach Bonuspunkte: Tigerino Canada Katzenstreu 2 x 12 kg - Babypuder 2 x 15 kg - nicht aktivieren
508	568139	568139.0 Fellpflege Handschuh - Für Ihre Bonuspunkte!
509	488774	488774.7 Sparpaket Feringa Menü Kitten 24 x 200 g - gemischtes Paket
511	36928	36928.1 Perfect Fit Sensitive 1+ - 24 x 85 g
512	429585	429585.4 Greenwoods Adult Ente - 1,5 kg (5 x 300 g)
513	429774	429774.4 Greenwoods Adult Truthahn - 1,5 kg (5 x 300 g)
514	429585	429585.0 Greenwoods Adult Ente - 300 g
515	429774	429774.0 Greenwoods Adult Truthahn - 300 g
518	382193	382193.34 5 + 1 gratis! 6 x 370 g Bozita Häppchen in Soße - Rentier in Soße
519	402019	402019.4 Sparpaket Feringa Menü Duo-Sorten 12 x 400 g - gemischtes Paket I (6 Sorten)
520	451670	451670.0 Petmate Katzentoilette Top Entry - anthrazit / hellgrau
521	162885	162885.2 Kratztonne Diogenes XL - schwarz
522	429758	429758.4 Greenwoods Adult Fisch - 1,5 kg (5 x 300 g)
523	203647	203647.4 Lukullus Menu Gustico Rind Sensitive (getreidefrei) - 6 x 800 g
524	343952	343952.0 1 + 1 gratis! Smilla Trockenfutter 2 x 1 kg - Adult Geflügel
525	276702	276702.0 Kratzbaum Natural Home IV - beige
526	10348	10348.14 Animonda Carny Adult 6 x 200 g - Rind, Pute & Shrimps
527	106179	106179.1 Cookie´s Delikatess Kaurolle mit Hähnchenfiletstreifen - 3 x 200 g
528	11377	11377.0 Josera Festival - 4 kg
529	643555	643555.1 Rocco Adventskalender für Hunde - Rocco Adventskalender – Unser Dankeschön für Sie!
530	207547	207547.2 Extreme Classic Katzenstreu mit Babypuderduft - Sparpaket 2 x 15 kg
531	568089	568089.0 Trixie Trainings Disks - Für Ihre Bonuspunkte!
532	4911	4911.15 Royal Canin Mini Puppy / Junior - 8 kg
535	13912	13912.3 Miamor Ragout Royale - gemischtes Paket - 12 x 100 g Jelly (Kaninchen, Huhn, Thunfisch)
536	447409	447409.2 Vitakraft Cat Stick Mini - Lachs & Forelle (6 x 6 g)
537	518908	518908.19 Sparpaket Almo Nature Legend 24 x 70 g - Pazifikthunfisch
538	1646	1646.1 GimCat Cat-Mintips - Sparpaket 3 x 50 g
539	528448	528448.2 Almo Nature Sterilised Pouch - mit Kabeljau 6 x 70 g
540	447409	447409.0 Vitakraft Cat Stick Mini - Ente & Kaninchen (6 x 6 g)
542	545317	545317.5 3 + 1 gratis! 4 x Rocco Chings Kausnacks - Entenbrust (4 x 170 g)
543	459591	459591.3 Hill's Science Plan Adult 1-6 Perfect Weight Huhn - 1,5 kg
544	514483	514483.6 10 + 2 gratis! 12 x 140 g Almo Nature - Thunfisch, Huhn & Schinken
546	3492	3492.3 Streuschaufel - 1 Stück
547	276696	276696.0 Kratzbaum Flying Bees - rosa
548	58205	58205.7 Tigerino Nuggies Ultra Katzenstreu - Babypuderduft - Doppelpack 2 x 14 l
551	447591	447591.1 15 x Catessy Sticks Hase, Pute & Hefe - Für Ihre Bonuspunkte!
552	47640	47640.2 Das hygienische Hundebett Tabac - L 85 x B 70 cm
553	525537	525537.5 Cat´s Best Sensitive - Sparpaket 2 x 20 L (7,2 kg)
554	495645	495645.3 Whiskas Milch-Kätzchen +30% mehr Vitamine - Sparpaket: 8 x 55 g
555	223698	223698.1 Kratzmöbel - L 43,5 x B 19 x H 12 cm
556	47640	47640.3 Das hygienische Hundebett Tabac - L 60 x B 50 cm
557	393801	393801.0 Catessy Mini-Sticks - gemischtes Paket (48 g)
558	277000	277000.9 Gourmet Gold Feine Pastete 12 x 85 g - Forelle & Tomate 
559	1080	1080.1 Beaphar Kitty Milk - 3 x 200 g
560	530991	530991.12 Sparpaket Rocco Chings Spezial 4 bzw. 12 x 70 g - Ente mit Kürbis 12 x 70 g
561	178354	178354.3 8in1 Delights Kaubälle - 3 x 36 g (12 Stück)
562	388475	388475.4 Leonardo All Meat 6 x 400 g - Kitten
563	157077	157077.3 Mix Sparpaket Animonda Carny Adult 12 x 400 g - Mix Pute (2 Sorten)
565	157077	157077.1 Mix Sparpaket Animonda Carny Adult 12 x 400 g - Mix Rind (4 Sorten)
566	388475	388475.0 Leonardo All Meat 6 x 400 g - Reich an Seefisch
567	400471	400471.8 Gemischtes Paket Feringa Trockennahrung - 3 x 400 g (1 x Huhn & Forelle, 2 x Lamm & Huhn)
568	557971	557971.3 Probier-Mixpaket Gourmet 4 x 85 g - A la Carte: Huhn, Forelle, Rind & Seelachs
569	569767	569767.0 Josera Nature Cat - 400 g
570	111659	111659.3 Catit Water Fountain Trinkbrunnen, 3 l, inkl. Futternapf - Ersatzpumpe passend für Brunnenversion mit Netzstecker (passend zur ALTEN Brunnen-Version)
572	354829	354829.0 Cosma snackies XXL Stückchen Probiermix - 55 g, 2 verschiedene Sorten
574	353681	353681.17 Sparpaket Almo Nature HFC 12 x 140 g - Pazifikthunfisch
575	353681	353681.19 Sparpaket Almo Nature HFC 12 x 140 g - Atlantikthunfisch
576	353681	353681.18 Sparpaket Almo Nature HFC 12 x 140 g - Thunfisch, Huhn & Schinken
578	585858	585858.0 zoolove gefriergetrockneter Snack - Lachs &amp; Hoki - 25 g
580	485516	485516.1 KONG Huggz Hedgehog - 2 Stück im Sparset
581	230350	230350.0 Animonda vom Feinsten Adult 6 x 100 g - Multi-Fleisch-Cocktail
582	574037	574037.0 5 +1 gratis!  6 x 410 g Bozita Nassfutter - Hühnchen
583	169477	169477.13 Feliway Classic - Starter Set (Verdampfer + Flakon 48 ml)
584	1387	1387.0 Trixie ovale Bürste zweiseitig - L 22 x B 5 cm
585	7407	7407.2 Animonda vom Feinsten Senior 6 x 100 g - mit Lamm
586	7407	7407.0 Animonda vom Feinsten Senior 6 x 100 g - mit Rind
587	619304	619304.7 300 g Integra Protect Trockenfutter für Katzen zum Sonderpreis! - Adult Nieren
588	11377	11377.3 Josera Festival - Sparpaket: 2 x 15 kg
590	441510	441510.16 100 + 12 gratis! 112 x Pedigree Dentastix Tägliche Zahnpflege/ Dentastix Fresh Tägliche Frische - für kleine Hunde
591	319126	319126.1 Hundekotbeutel schwarz - 8 Rollen à 20 Beutel
593	102952	102952.2 pitti Sausage Snack Rind Wurst (semi-moist) - 4 x 8 Stück
594	10070	10070.0 Whiskas Katzenmilch - 6 x 200 ml
595	10070	10070.5 Whiskas Katzenmilch - 12 x 200 ml
596	603919	603919.1 Aumüller Katzenspielzeug Einhorn - 2 Stück
597	450541	450541.0 Katzenspielzeug Funny Butterfly - 1 Stück
598	389574	389574.4 2-fach Bonuspunkte:  Tigerino Nuggies Katzenstreu 2 x 14 l - Classic Babypuderduft
600	526639	526639.11 Sparpaket Animonda Carny Adult 24 x 400 g - Rind & Herz
602	449359	449359.7 3 x 800 g Purina ONE Trockenfutter im gemischten Paket - Seniormix
605	442347	442347.2 Probierpaket Kattovit Gastro - Trockenfutter + Nassfutter Ente
608	444135	444135.1 Sparpaket Animonda GranCarno Original 24 x 400 g - Mix 2, 6 Sorten
609	444135	444135.0 Sparpaket Animonda GranCarno Original 24 x 400 g - Mix 1, 6 Sorten
610	439801	439801.1 Sparpaket MAC´s Cat 12 x 400 g - Rind
611	608015	608015.22 2 kg + 400 g gratis! Applaws Trockenfutter - 2 kg Senior Huhn + 400 g Adult Huhn
613	605906	605906.1 Animonda Milchsnacks im Mixpaket! - 3 x 30 g Knuspertaschen Anti Hairball
614	305296	305296.3 Tigerino Canada Katzenstreu - Sensitive (parfümfrei) - Doppelpack 2 x 15 kg
616	611886	611886.1 Napfunterlage Loving Cats - Für Ihre Bonuspunkte!
617	613185	613185.4 15 / 20 kg Royal Canin + 75 g Trixie Premio Sushi Bites Light gratis! - Club Pro Energy HE (20 kg)
619	557971	557971.1 Probier-Mixpaket Gourmet 4 x 85 g - Perle: Truthahn, Thunfisch, Ente & Lamm
620	340392	"340392.0 Felix ""Sensations Soßen-Sause"" Pouches - 12 x 100 g Rind, Truthahn, Ente, Lamm"
621	6675	6675.6 Hill's Science Plan Adult 1-6 Advanced Fitness Large Breed mit Huhn - 18 kg
625	132054	132054.20 Orijen 6-Fish Cat - 1,8 kg
626	539893	539893.0 Dokas Snack Probierset - Probierset, 5 Snacks
630	302206	302206.1 Gemischtes Sparpaket Bozita Tetra 72 x 370 g - NICHT AKTIVIEREN 64 x 370 g - Variante I: Häppchen in Gelee
632	445245	445245.15 Sparpaket Animonda Carny Adult 24 x 200 g - Rind & Huhn
636	288591	288591.1 Silver Line Edelstahlnapf bordeauxrot - 450 ml, Ø 20 cm
637	58533	58533.1 Josera Optiness Hundefutter ohne Mais - 15 kg
638	192853	192853.0 Kong Classic Medium, 9 cm - Für Ihre Bonuspunkte!
639	33211	33211.0 Trixie Büffelhornpfeife - 9 cm
644	117162	117162.1 Faltbare Transporthütte Easy Go - Größe M: B 49 x T 65 x H 50 cm
647	518433	518433.12 Megapack Sheba Fresh & Fine Frischebeutel 12 x 50 g - Geflügel Variation mit Gemüse
648	394826	394826.0 Hill's Science Plan Senior 11+ Healthy Aging - 12 x 85 g (Huhn & Lachs)
650	599361	599361.6 200 g GimCat Extra Katzenpaste + 2 x 70 g ShinyCat Jelly gratis! - GimCat Multi-Vitamin Extra Katzenpaste- NICHT FREISCHALTEN
653	586392	586392.2 Wolf of Wilderness - Gefriergetrocknete Premium-Snacks - Hühnerherzen (70 g)
654	209521	209521.1 Tigerino Crystals Katzenstreu 3 x 5 l - 3 verschiedene Sorten (Classic, Lavender & Flower-Power)
655	482735	482735.0 proCani buy Nature Pferd Pur - 8 x 1000 g
656	199707	199707.3 Pferdemägen - 400 g
657	340392	"340392.1 Felix ""Sensations Soßen-Sause"" Pouches - 12 x 100 g Sardine, Lachs, Seelachs, Forelle"
658	557971	557971.4 Probier-Mixpaket Gourmet 4 x 85 g - A la Carte: Ente, Geflügel, Sardine & Forelle
659	439801	439801.9 Sparpaket MAC´s Cat 12 x 400 g - Mix Geflügel & Fleisch (2 Sorten)
661	557545	557545.3 Sparpaket Felix Meaty Sensations 3 x 2 kg - Meaty Sensations mit Geflügel
663	401907	401907.3 Probiermix Feringa Menü Duo-Sorten - 6 x 400 g
664	3187	3187.4 Cat's Best Original Katzenstreu - 20 l (ca. 8,6 kg)
665	10350	10350.9 Animonda Carny Adult 6 x 400 g - Multifleisch-Cocktail
666	497463	497463.0 Ferplast Hygienischer Hundekorb Siesta - Gr. 61: L 71 x B 48,5 x H 22 cm
667	42375	42375.2 Cat's Best Smart Pellets Katzenstreu - Sparpaket 2 x 20 l
668	529627	529627.0 Applaws Adult Huhn mit Lamm - 400 g
670	536024	536024.2 800 g Briantos Adult Lamm & Reis - Für Ihre Bonuspunkte!
673	619304	619304.1 300 g Integra Protect Trockenfutter für Katzen zum Sonderpreis! - Adult Diabetes
674	619304	619304.4 300 g Integra Protect Trockenfutter für Katzen zum Sonderpreis! - Adult Intestinal
676	518433	518433.5 Megapack Sheba Fresh & Fine Frischebeutel 12 x 50 g - Gelee Geflügel Variation
677	442804	442804.5 Gemischtes Paket: Cosma Original + Thai + Nature - Hühnchen-Paket (24 Dosen, insgesamt 3,9 kg)
681	408962	408962.8 Einmaliges Probierangebot! Cosma Snackies jetzt für 2 € - DUO: Hühnerbrust & Shrimps 23 g
683	622027	622027.1 Cosma snackies DUO 2 in 1 - 18 Jahre zooplus! - Gratis zu jeder Cosma-Bestellung
684	7528	7528.1 Animonda vom Feinsten Kitten 6 x 100 g - mit Geflügel
685	174338	174338.6 Megapack Gourmet Perle 24 x 85 g - Duetto di Carne mit Huhn & Rind
686	444831	444831.13 Sparpaket Animonda Rafiné 24 x 100 g - Kitten Geflügelcocktail & Shrimps
688	218239	218239.14 Rinderkopfhaut - 3 x 500 g
690	443556	443556.5 Hühnerfüße - 100 Stück
691	606963	606963.2 15 kg Lukullus Trockenfutter +  600 g Barkoo Mini Bones gratis! - Adult Huhn & Nordmeerlachs
694	125169	125169.22 Acana Regionals Grasslands Cat - 5,4 kg
697	9804	9804.18 Royal Canin Maine Coon Adult - 10 + 2 kg gratis!
698	42375	42375.1 Cat's Best Smart Pellets Katzenstreu - 20 l (ca. 10 kg)
699	386988	386988.12 2-fach Bonuspunkte: Tigerino Canada Katzenstreu 2 x 12 kg - Babypuderduft
700	353681	353681.3 Sparpaket Almo Nature HFC 12 x 140 g - Thunfisch & Garnelen (alt - NICHT AKTIVIEREN)
701	353681	353681.4 Sparpaket Almo Nature HFC 12 x 140 g - Thunfisch & Huhn (alt - NICHT AKTIVIEREN)
702	539946	539946.1 Hill´s Ideal Balance Frischebeutel - 24 x 85 ( Huhn, Truthahn, Forelle & Lachs )
704	399262	399262.0 Dreamies Katzensnack Mr. Anti-Knäuel - 55 g
705	604690	604690.0 Pedigree Pouch Sample Chicken 1 x 100 g - Sample Portionsbeutel mit Huhn und Gemüse in Sauce
706	604687	604687.0 Sample 3 St. Pedigree DentaStix Medium - Sample Pedigree DentaStix Mittel
707	604729	604729.0 DREAMIES Sample Dreamies Huhn 15 g - Sample Dreamies Huhn 15 g
709	398317	398317.7 Cosma Nature 6 x 280 g -  Hühnchen & Käse
710	408962	408962.3 Einmaliges Probierangebot! Cosma Snackies jetzt für 2 € - Ente 21 g
711	514483	514483.8 10 + 2 gratis! 12 x 140 g Almo Nature - Hühnerbrust
713	408962	408962.9 Einmaliges Probierangebot! Cosma Snackies jetzt für 2 € - DUO: Hühnerbrust & Thunfisch 26 g
714	349359	349359.3 Sparpaket catz finefood 16 x 85 g - Rind & Ente
715	12758	12758.15 Schesir in Gelee 6 x 85 g - Thunfisch mit Quinoa
716	221463	221463.6 Sparpaket Schesir in Gelee 24 x 85 g - Thunfisch mit Rinderfilet
717	482659	482659.1 Kauknochen aus 100 % Pferdehaut - 6 x 12 cm
718	283220	283220.6 Sparpaket Cosma snackies - 5 x Ente (105 g)
720	393937	393937.5 Sparpaket GranataPet Symphonie 12 x 200 g - Huhn pur
721	580134	580134.0 60 g Whiskas Anti-Hairball - Für Ihre Bonuspunkte
722	542623	542623.3 Briantos Trockenfutter 14 kg zum Sonderpreis - Adult Lamm & Reis
724	199688	199688.2 Rocco Rinderohren natur - 30 Stück
725	408962	408962.2 Einmaliges Probierangebot! Cosma Snackies jetzt für 2 € - Thunfisch XXL 25 g
726	558490	558490.12 1 + 1 gratis! 2 x 1,5 kg Concept for Life Hundenahrung - Mini Adult
727	326354	326354.22 Sparpaket Rinti Kennerfleisch 24 x 400 g - Mix Geflügelherzen, Rind, Huhn, Pansen, Kalb, Schinken
733	603046	603046.0 Großgebinde Bosch (neue Rezeptur) + 6 geknotete Barkoo Kauknochen à 11 cm gratis! - Adult Lamm & Reis (15 kg)
735	349059	349059.8 Pedigree Dentastix Fresh Tägliche Frische - Multipack (56 Stück) für große Hunde
738	510675	510675.7 Tigerino Canada Katzenstreu 2 x 12 kg zum Sonderpreis - Lemongras-Duft 2 x 15 kg
739	522870	522870.10 Tigerino Nuggies Katzenstreu zum Sonderpreis! - Ultra Babypuderduft  2 x 14 l
740	522870	522870.11 Tigerino Nuggies Katzenstreu zum Sonderpreis! - Ultra Frischeduft  2 x 14 l
742	131454	131454.1 Luposan Biotin - 2 x 150 g (ca. 260. Tabletten)
743	461481	461481.1 2 + 1 gratis! Spot'n Go Zeckenschutzmittel für Hunde - 6 Ampullen x 2,4 ml - für große Hunde
744	178828	178828.1 Cat & Clean Sensitive mit Babypuderduft - 2 x 15 kg
745	574037	574037.2 5 +1 gratis!  6 x 410 g Bozita Nassfutter - Rind
